650.72504,3965.1759
312.70761,3769.0796
469.60779,4079.18
1414.0718,3990.0575
1859.1314,3696.6232
3735.2999,3808.9563
3722.015,3729.6336
3905.4641,3681.597
4187.8792,4157.2943
2596.3861,3186.8086
850.36327,3027.6745
279.25626,3197.7009
357.23528,3198.4839
279.73639,2991.228
3201.215,2520.8654
3697.2155,2452.896
2867.0594,2742.0869
3654.1908,1631.8994
251.037,1043.946
1021.1044,255.87402
1768.0247,524.02171
2327.0528,1144.6861
2244.7913,1007.643
3265.1386,921.22698
3560.8474,1411.7114
2444.9349,1641.4303
2907.3509,1638.0964
1237.1545,2084.6654
1142.1477,2085.8565
1177.4836,1599.8527
393.40613,1284.6121
